Token,Item Name,Customer-facing Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Current Quantity Premier Viality and Wellness,New Quantity Premier Viality and Wellness,Stock Alert Enabled Premier Viality and Wellness,Stock Alert Count Premier Viality and Wellness,Modifier Set - Injectable Supplies
Z5YY4CLIWKNYQAHWWDWVOCM5,Kojic Acid 4% + Niacinamide 4% + Sirolimus 0.001% — Topical Cream,,4%/4%/0.001% · 30 mL,KOJ-NIA-SIRO-4-4-0001-TOP-30ML,,Topicals,Topicals,,,,,hidden,Physical good,,,,,,,,148.75,,N,,,,Y,Strength/Size,4%/4%/0.001% · 30 mL,,,,,Y
JQ5P6GNNXI3MRGNF2KH4XW23,Kojic Acid 4% + Niacinamide 4% + Tretinoin 0.03% — Topical Cream,,4%/4%/0.03% · 7.5 mL,KOJ-NIA-TRET-4-4-003-TOP-75ML,Topical compounded cream in serum pump. Concentration and size vary by selection.,Topicals,Topicals,,,kojic-niacinamide-tretinoin-topical,,hidden,Physical good,,,,Y,N,N,Y,42.00,,N,,N,,Y,Strength/Size,4%/4%/0.03% · 7.5 mL,,,,,Y
32MUEGGQH5HLXPXXT6NFP7TP,Kojic Acid 4% + Niacinamide 4% + Tretinoin 0.03% — Topical Cream,,4%/4%/0.03% · 15 mL,KOJ-NIA-TRET-4-4-003-TOP-15ML,,Topicals,Topicals,,,,,hidden,Physical good,,,,,,,,56.00,,N,,,,Y,Strength/Size,4%/4%/0.03% · 15 mL,,,,,Y
26QMOGWQGJ3IWP4K4RTJUMQM,Leuphasyl 0.5% — Topical Cream,,0.5% · 15 mL,LEUP-05-TOP-15ML,Topical compounded cream in serum pump. Concentration and size vary by selection.,Topicals,Topicals,,,leuphasyl-topical,,hidden,Physical good,,,,Y,N,N,Y,78.75,,N,,N,,Y,Strength/Size,0.5% · 15 mL,,,,,Y
2SNIRQ2PNE4Y6A7D6HUYZDYY,Leuphasyl 0.5% — Topical Cream,,0.5% · 30 mL,LEUP-05-TOP-30ML,,Topicals,Topicals,,,,,hidden,Physical good,,,,,,,,131.25,,N,,,,Y,Strength/Size,0.5% · 30 mL,,,,,Y
4XLOGADRLH2KMFHVQST6VOBK,Methylene Blue 100 mg — Capsule,,30 Count,MB-100-CAP-30,30-count liposomal capsule bottle.,Capsules,Capsules,,,methylene-blue-100,,hidden,Physical good,,,,Y,N,N,Y,157.50,,N,,N,,Y,Strength/Size,30 Count,,,N,0,Y
USDM7HXNUQKCLSK2IM4WVMGI,N-Acetyl BPC-157 + N-Acetyl KPV + Thymosin Beta-4 — SQ Injectable,,3000/3000/3000 µg/mL · 5 mL,BPC-KPV-TB4-3000-SQ-5ML,Sterile subcutaneous injectable compounded by a licensed pharmacy. Prescription required. Concentration and vial size vary by selection.,Injectables,Injectables,,,bpc-kpv-tb4-sq-injectable,,hidden,Physical good,,,,Y,N,N,Y,411.25,,N,,N,,Y,Strength/Size,3000/3000/3000 µg/mL · 5 mL,,,N,0,Y
QB5APJJ7FWSU36MLGQS5FVZQ,N-Acetyl BPC-157 + N-Acetyl KPV Amidate + Thymosin Beta-4 — SQ Injectable,,3000/3000/3000 µg/mL · 5 mL,BPC-KPV-TB4-3000-3000-3000-SQ-5ML,Sterile subcutaneous injectable compounded by a licensed pharmacy. Prescription required.,Injectables,Injectables,,,bpc-kpv-tb4-sq-injectable,,hidden,Physical good,,,,Y,N,N,Y,411.25,,N,,N,,Y,Strength/Size,3000/3000/3000 µg/mL · 5 mL,,,N,0,Y
YKPMG4LFOZNEXE54VMPZLVQA,N-Acetyl BPC-157 + Thymosin Beta-4 — SQ Injectable,,3000/300 µg/mL · 5 mL,BPC-TB4-3000-300-SQ-5ML,Sterile subcutaneous injectable compounded by a licensed pharmacy. Prescription required.,Injectables,Injectables,,,bpc-tb4-sq-injectable,,hidden,Physical good,,,,Y,N,N,Y,367.50,,N,,N,,Y,Strength/Size,3000/300 µg/mL · 5 mL,,,N,0,Y
I7PQC5ERKPR6FWIOYCBMDKKG,N-Acetyl BPC-157 0.1% — Topical Cream,,0.1% · 15 mL,BPC-01-TOP-15ML,Topical compounded cream in serum pump. Concentration and size vary by selection.,Topicals,Topicals,,,bpc157-topical,,hidden,Physical good,,,,Y,N,N,Y,105.00,,N,,N,,Y,Strength/Size,0.1% · 15 mL,,,,,Y
ID65LVSKJUHOSIQORSPOFQW2,N-Acetyl BPC-157 0.1% — Topical Cream,,0.1% · 30 mL,BPC-01-TOP-30ML,,Topicals,Topicals,,,,,hidden,Physical good,,,,,,,,175.00,,N,,,,Y,Strength/Size,0.1% · 30 mL,,,,,Y
AQR5PXJJTLWKES2AD3IFS564,N-Acetyl BPC-157 0.2% + GHK-Cu 0.2% — Topical Cream,,0.2%/0.2% · 15 mL,BPC-GHK-02-02-TOP-15ML,Topical compounded cream in serum pump. Concentration and size vary by selection.,Topicals,Topicals,,,bpc-ghk-topical,,hidden,Physical good,,,,Y,N,N,Y,148.75,,N,,N,,Y,Strength/Size,0.2%/0.2% · 15 mL,,,,,Y
JHZIS3JTAZGO4GZ2AA4QTR4B,N-Acetyl BPC-157 0.2% + GHK-Cu 0.2% — Topical Cream,,0.2%/0.2% · 30 mL,BPC-GHK-02-02-TOP-30ML,,Topicals,Topicals,,,,,hidden,Physical good,,,,,,,,280.00,,N,,,,Y,Strength/Size,0.2%/0.2% · 30 mL,,,,,Y
XBZWUJK5GIXZS7WDFESXGNXA,N-Acetyl BPC-157 500 mcg + Thymosin Beta-4 250 mcg — Nasal Spray,,500 mcg/250 mcg · 7.5 mL,BPC-TB4-500-250-NS-75ML,Compounded nasal spray blend. Concentration and size vary by selection.,Nasal Sprays,Nasal Sprays,,,bpc-tb4-nasal,,hidden,Physical good,,,,Y,N,N,Y,105.00,,N,,N,,Y,Strength/Size,500 mcg/250 mcg · 7.5 mL,,,,,Y
7Z2MBDXGRBGRAZ745CRAT65Z,N-Acetyl BPC-157 500 mcg + Thymosin Beta-4 250 mcg — Nasal Spray,,500 mcg/250 mcg · 15 mL,BPC-TB4-500-250-NS-15ML,,Nasal Sprays,Nasal Sprays,,,,,hidden,Physical good,,,,,,,,157.50,,N,,,,Y,Strength/Size,500 mcg/250 mcg · 15 mL,,,,,Y
2LIS6P73LYTQZHK6S5ITWSEZ,N-Acetyl BPC-157 — SQ Injectable,,3000 µg/mL · 5 mL,BPC157-3000-SQ-5ML,Sterile subcutaneous injectable compounded by a licensed pharmacy. Prescription required.,Injectables,Injectables,,,n-acetyl-bpc-157-sq-injectable,,hidden,Physical good,,,,Y,N,N,Y,227.50,,N,,N,,Y,Strength/Size,3000 µg/mL · 5 mL,,,N,0,Y
HRPOGS6JZOPHV4TFIPOBGOB2,N-Acetyl BPC-157 — SQ Injectable,,3000 µg/mL · 3 mL,BPC157-3000-SQ-3ML,,Injectables,Injectables,,,,,hidden,Physical good,,,,,,,,201.25,,N,,,,Y,Strength/Size,3000 µg/mL · 3 mL,,,N,0,Y
PPPG76TY4GZS6QTCXU44W4JK,N-Acetyl Epitalon — SQ Injectable,,2000 µg/mL · 3 mL,EPITALON-2000-SQ-3ML,Sterile subcutaneous injectable compounded by a licensed pharmacy. Prescription required.,Injectables,Injectables,,,n-acetyl-epitalon-2000-sq-injectable,,hidden,Physical good,,,,Y,N,N,Y,175.00,,N,,N,,Y,Strength/Size,2000 µg/mL · 3 mL,,,N,0,Y
WKFXUL7XDKS6RWXBRG4CFK2A,N-Acetyl Epitalon — SQ Injectable,,2000 µg/mL · 5 mL,EPITALON-2000-SQ-5ML,,Injectables,Injectables,,,,,hidden,Physical good,,,,,,,,210.00,,N,,,,Y,Strength/Size,2000 µg/mL · 5 mL,,,N,0,Y
V4W4K5XR4OF5FPV5QBZLSGNG,N-Acetyl Epitalon — SQ Injectable,,10000 µg/mL · 3 mL,EPITALON-10000-SQ-3ML,,Injectables,Injectables,,,,,hidden,Physical good,,,,,,,,315.00,,N,,,,Y,Strength/Size,10000 µg/mL · 3 mL,,,N,0,Y
FKMVIJSCGDPOGZO6WWR6MJFW,N-Acetyl Epitalon — SQ Injectable,,10000 µg/mL · 5 mL,EPITALON-10000-SQ-5ML,,Injectables,Injectables,,,,,hidden,Physical good,,,,,,,,420.00,,N,,,,Y,Strength/Size,10000 µg/mL · 5 mL,,,N,0,Y
VJPSX65MJXBSRBRZRD4AFMWE,N-Acetyl Ipamorelin + Sermorelin — SQ Injectable,,3000/3000 µg/mL · 3 mL,IPAM-SERM-3000-3000-SQ-3ML,Sterile subcutaneous injectable compounded by a licensed pharmacy. Prescription required.,Injectables,Injectables,,,ipamorelin-sermorelin-sq-injectable,,hidden,Physical good,,,,Y,N,N,Y,227.50,,N,,N,,Y,Strength/Size,3000/3000 µg/mL · 3 mL,,,N,0,Y
NH353B3XAL5TGHQYEGJ2KNE6,N-Acetyl Ipamorelin + Sermorelin — SQ Injectable,,3000/3000 µg/mL · 5 mL,IPAM-SERM-3000-3000-SQ-5ML,,Injectables,Injectables,,,,,hidden,Physical good,,,,,,,,315.00,,N,,,,Y,Strength/Size,3000/3000 µg/mL · 5 mL,,,N,0,Y
WEBSHCKKKG27RC5XPINR3L4N,N-Acetyl Ipamorelin + Tesamorelin — SQ Injectable,,500/1000 µg/mL · 3 mL,IPAM-TESA-500-1000-SQ-3ML,Sterile subcutaneous injectable compounded by a licensed pharmacy. Prescription required.,Injectables,Injectables,,,ipamorelin-tesamorelin-1000-sq-injectable,,hidden,Physical good,,,,Y,N,N,Y,87.50,,N,,N,,Y,Strength/Size,500/1000 µg/mL · 3 mL,,,N,0,Y
Y64HTQGHQ6FGR23LPQ22W7WG,N-Acetyl Ipamorelin + Tesamorelin — SQ Injectable,,500/1000 µg/mL · 5 mL,IPAM-TESA-500-1000-SQ-5ML,,Injectables,Injectables,,,,,hidden,Physical good,,,,,,,,175.00,,N,,,,Y,Strength/Size,500/1000 µg/mL · 5 mL,,,N,0,Y
PWHRP3YIV2SP76YMS6ZA3B4A,N-Acetyl Ipamorelin + Tesamorelin — SQ Injectable,,500/2500 µg/mL · 5 mL,IPAM-TESA-500-2500-SQ-5ML,,Injectables,Injectables,,,,,hidden,Physical good,,,,,,,,350.00,,N,,,,Y,Strength/Size,500/2500 µg/mL · 5 mL,,,N,0,Y
6URMY72FBEOW72UJ4JDD4DPS,N-Acetyl Ipamorelin + Tesamorelin — SQ Injectable,,500/2500 µg/mL · 10 mL,IPAM-TESA-500-2500-SQ-10ML,,Injectables,Injectables,,,,,hidden,Physical good,,,,,,,,700.00,,N,,,,Y,Strength/Size,500/2500 µg/mL · 10 mL,,,N,0,Y
4LO6557XQXVFDDQ7F7U6EDY5,N-Acetyl Ipamorelin — SQ Injectable,,3000 µg/mL · 5 mL,IPAM-3000-SQ-5ML,Sterile subcutaneous injectable compounded by a licensed pharmacy. Prescription required.,Injectables,Injectables,,,n-acetyl-ipamorelin-sq-injectable,,hidden,Physical good,,,,Y,N,N,Y,218.75,,N,,N,,Y,Strength/Size,3000 µg/mL · 5 mL,,,N,0,Y
JMVP7O2MNN6NLWPR4RXFXRGE,N-Acetyl Ipamorelin — SQ Injectable,,3000 µg/mL · 3 mL,IPAM-3000-SQ-3ML,,Injectables,Injectables,,,,,hidden,Physical good,,,,,,,,140.00,,N,,,,Y,Strength/Size,3000 µg/mL · 3 mL,,,N,0,Y
EL7D6RLE3UFR4HRXK7WY43NI,N-Acetyl KPV Amidate 0.1% — Topical Cream,,0.1% · 15 mL,KPV-01-TOP-15ML,Topical compounded cream in serum pump. Concentration and size vary by selection.,Topicals,Topicals,,,kpv-topical,,hidden,Physical good,,,,Y,N,N,Y,87.50,,N,,N,,Y,Strength/Size,0.1% · 15 mL,,,,,Y
MIP2B6HEJEBYH7YVMOIR3MDB,N-Acetyl KPV Amidate 0.1% — Topical Cream,,0.1% · 30 mL,KPV-01-TOP-30ML,,Topicals,Topicals,,,,,hidden,Physical good,,,,,,,,131.25,,N,,,,Y,Strength/Size,0.1% · 30 mL,,,,,Y
EP74J2IUSMCAUNP3GSEIEWZ6,N-Acetyl KPV Amidate — SQ Injectable,,2500 µg/mL · 5 mL,KPV-2500-SQ-5ML,Sterile subcutaneous injectable compounded by a licensed pharmacy. Prescription required.,Injectables,Injectables,,,n-acetyl-kpv-amidate-sq-injectable,,hidden,Physical good,,,,Y,N,N,Y,192.50,,N,,N,,Y,Strength/Size,2500 µg/mL · 5 mL,,,N,0,Y
5PBTUFLTIMZOQPY3KQA357IX,N-Acetyl KPV Amidate — SQ Injectable,,2500 µg/mL · 3 mL,KPV-2500-SQ-3ML,,Injectables,Injectables,,,,,hidden,Physical good,,,,,,,,140.00,,N,,,,Y,Strength/Size,2500 µg/mL · 3 mL,,,N,0,Y
AGROQFDJ5HR4MQIUECKIEV3T,N-Acetyl MOTs-C — SQ Injectable,,10 mg/mL · 5 mL,MOTSC-10000-SQ-5ML,Sterile subcutaneous injectable compounded by a licensed pharmacy. Prescription required.,Injectables,Injectables,,,n-acetyl-mots-c-sq-injectable,,hidden,Physical good,,,,Y,N,N,Y,525.00,,N,,N,,Y,Strength/Size,10 mg/mL · 5 mL,,,N,0,Y
7MAVWZPJE3YOKQ6SE3SAETUK,N-Acetyl MOTs-C — SQ Injectable,,10 mg/mL · 3 mL,MOTSC-10000-SQ-3ML,,Injectables,Injectables,,,,,hidden,Physical good,,,,,,,,341.25,,N,,,,Y,Strength/Size,10 mg/mL · 3 mL,,,N,0,Y
WQO2YX6K432LDYNZHG6R6W4E,NAD+ 10% — Topical Cream,,10% · 15 mL,NAD10-TOP-15ML,Topical compounded cream in serum pump. Concentration and size vary by selection.,Topicals,Topicals,,,nad10-topical,,hidden,Physical good,,,,Y,N,N,Y,65.63,,N,,N,,Y,Strength/Size,10% · 15 mL,,,,,Y
HURC4U34TJND3SJ3E64R2SLL,NAD+ 10% — Topical Cream,,10% · 30 mL,NAD10-TOP-30ML,,Topicals,Topicals,,,,,hidden,Physical good,,,,,,,,113.75,,N,,,,Y,Strength/Size,10% · 30 mL,,,,,Y
UL44P2G33QXJWMUW43QVJXV3,NAD+ 20% — Topical Cream,,20% · 15 mL,NAD20-TOP-15ML,Topical compounded cream in serum pump. Concentration and size vary by selection.,Topicals,Topicals,,,nad20-topical,,hidden,Physical good,,,,Y,N,N,Y,113.75,,N,,N,,Y,Strength/Size,20% · 15 mL,,,,,Y
PFFNWJ24E73DYP44D376IKGX,NAD+ 20% — Topical Cream,,20% · 30 mL,NAD20-TOP-30ML,,Topicals,Topicals,,,,,hidden,Physical good,,,,,,,,175.00,,N,,,,Y,Strength/Size,20% · 30 mL,,,,,Y
EHEQ6RORZYW65PV75EZ6NFLI,NAD+ 200 mg/mL — Nasal Spray,,200 mg/mL · 7.5 mL,NAD-200-NS-75ML,Compounded nasal spray. Concentration and size vary by selection.,Nasal Sprays,Nasal Sprays,,,nad200-nasal,,hidden,Physical good,,,,Y,N,N,Y,113.75,,N,,N,,Y,Strength/Size,200 mg/mL · 7.5 mL,,,,,Y
53F5EGJ23S6WH4VTINK4BPJ6,NAD+ 200 mg/mL — Nasal Spray,,200 mg/mL · 15 mL,NAD-200-NS-15ML,,Nasal Sprays,Nasal Sprays,,,,,hidden,Physical good,,,,,,,,148.75,,N,,,,Y,Strength/Size,200 mg/mL · 15 mL,,,,,Y
BGFIAV7G2OIEXJWYVBPHOCMS,Oxytocin 0.017% — Topical Cream,,0.017% · 15 mL,OXY-0017-TOP-15ML,Topical compounded cream in serum pump. Concentration and size vary by selection.,Topicals,Topicals,,,oxytocin-topical,,hidden,Physical good,,,,Y,N,N,Y,78.75,,N,,N,,Y,Strength/Size,0.017% · 15 mL,,,,,Y
GN3BSARXC6DXKVZHCFSCR74I,Oxytocin 0.017% — Topical Cream,,0.017% · 30 mL,OXY-0017-TOP-30ML,,Topicals,Topicals,,,,,hidden,Physical good,,,,,,,,131.25,,N,,,,Y,Strength/Size,0.017% · 30 mL,,,,,Y
VC42ZVHYSRF4GJOEZY64BWTW,Oxytocin — SQ Injectable,,100 IU/mL · 3 mL,OXY-100IU-SQ-3ML,Sterile subcutaneous injectable compounded by a licensed pharmacy. Prescription required.,Injectables,Injectables,,,oxytocin-sq-injectable,,hidden,Physical good,,,,Y,N,N,Y,70.00,,N,,N,,Y,Strength/Size,100 IU/mL · 3 mL,,,N,0,Y
OLGSQQ32XGBPUW3QTMYZ2RLW,Oxytocin — SQ Injectable,,100 IU/mL · 5 mL,OXY-100IU-SQ-5ML,,Injectables,Injectables,,,,,hidden,Physical good,,,,,,,,105.00,,N,,,,Y,Strength/Size,100 IU/mL · 5 mL,,,N,0,Y
4VO5Y5NCEKIM3UJHOZJJZ6HZ,PE 22-28 + Pinealon + Selank — SQ Injectable,,2000/2000/2000 µg/mL · 3 mL,PE-PIN-SEL-2000-SQ-3ML,Sterile subcutaneous injectable compounded by a licensed pharmacy. Prescription required. Concentration and vial size vary by selection.,Injectables,Injectables,,,pe-22-28-pinealon-selank-sq-injectable,,hidden,Physical good,,,,N,N,N,Y,140.00,,N,,N,,Y,Strength/Size,2000/2000/2000 µg/mL · 3 mL,,,N,0,Y
KNG4WTHVEEJA544U4FUTD77S,PE 22-28 + Pinealon + Selank — SQ Injectable,,2000/2000/2000 µg/mL · 5 mL,PE-PIN-SEL-2000-SQ-5ML,,Injectables,Injectables,,,,,hidden,Physical good,,,,,,,,245.00,,N,,,,Y,Strength/Size,2000/2000/2000 µg/mL · 5 mL,,,N,0,Y
UGBLSZBEPUD4CRBREOMZ7MZS,Pinealon — SQ Injectable,,4 mg/mL · 5 mL,PINEALON-4000-SQ-5ML,Sterile subcutaneous injectable compounded by a licensed pharmacy. Prescription required.,Injectables,Injectables,,,pinealon-sq-injectable,,hidden,Physical good,,,,Y,N,N,Y,201.25,,N,,N,,Y,Strength/Size,4 mg/mL · 5 mL,,,N,0,Y
36QFD4EHFXBPE3SMLV2IGE2F,Premier Vitality – Elite Membership,,Regular,PVW-ELITE-AN,Includes:• 25% peptide discount• Quarterly blood work• Monthly check-ins• Dedicated priority support• Early access to new peptides• Monthly physician check-ins,,,,,,,hidden,Other,,,,N,,,,3588.00,,N,,N,,N,,,,,,,N
NJ24D2REC3YOPEHTQ4IU6CXE,Premier Vitality – Elite Membership,,Regular,PVW-ELITE-MO,Includes:• 25% peptide discount• Quarterly blood work• Monthly check-ins• Dedicated priority support• Early access to new peptides• Monthly physician check-ins,,,,,,,hidden,Other,,,,Y,,,,349.00,,N,,N,,N,,,,,,,N
VBJVFWS3BOQTL4B7AVLTRZJP,Premier Vitality – Essential Membership,,Regular,PVW-ESS-AN,Includes:• 5% peptide discount• Annual blood work• Initial physician consultation• Access to peptide catalog• Annual blood work panel• Email support,,,,,,,hidden,Other,,,,N,,,,1068.00,,N,,N,,N,,,,,,,N
KQ2C3UXFHKO5772PE7HHFEBI,Premier Vitality – Essential Membership,,Regular,PVW-ESS-MO,Includes: • 5% peptide discount • Annual blood work • Initial physician consultation • Access to peptide catalog • Annual blood work panel • Email support,,,,,,,hidden,Other,,,,N,,,,99.00,,N,,N,,N,,,0,,,,N
NF5LZCKWKX3SYDCI2B2C33FN,Premier Vitality – Premium Membership,,Regular,PVW-PREM-AN,Includes:• 15% peptide discount• Semi-annual blood work• Quarterly check-ins• Priority support• Access to peptide catalog• Quarterly physician check-ins,,,,,,,hidden,Other,,,,N,,,,2148.00,,N,,N,,N,,,,,,,N
SZUS73AFIWE4DK7RQNPQEQKH,Premier Vitality – Premium Membership,,Regular,PVW-PREM-MO,Includes: • 15% peptide discount • Semi-annual blood work • Quarterly check-ins • Priority support • Access to peptide catalog • Quarterly physician check-ins,,,,,,,hidden,Other,,,,Y,,,,199.00,,N,,N,,N,,,,,,,N
6E2A5ICRPPC4AW23WPPJELR5,Prezatide — SQ Injectable,,10000 µg/mL · 5 mL,PREZATIDE-10000-SQ-5ML,Sterile subcutaneous injectable compounded by a licensed pharmacy.,Injectables,Injectables,,,,,visible,Physical good,,,,Y,N,N,Y,227.50,,N,,N,,N,,,,,,,Y
Q2HHIZTY3YGCVTYYEGHKC57A,SS-31 — SQ Injectable,,50 mg/mL · 5 mL,SS31-50000-SQ-5ML,Sterile subcutaneous injectable compounded by a licensed pharmacy. Prescription required.,Injectables,Injectables,,,ss-31-sq-injectable,,hidden,Physical good,,,,Y,N,N,Y,542.50,,N,,N,,Y,Strength/Size,50 mg/mL · 5 mL,,,N,0,Y
KZZG2SKBKQ4NMREC5G3SKV6H,Selank [N-Acetyl] 7500 mcg/mL — Nasal Spray,,7500 mcg/mL · 7.5 mL,SELANK-7500-NS-75ML,Compounded nasal spray. Concentration and size vary by selection.,Nasal Sprays,Nasal Sprays,,,selank-nasal,,hidden,Physical good,,,,Y,N,N,Y,175.00,,N,,N,,Y,Strength/Size,7500 mcg/mL · 7.5 mL,,,,,Y
ZJIUV3QBNYV4WDZ262Y2RMZO,Selank [N-Acetyl] 7500 mcg/mL — Nasal Spray,,7500 mcg/mL · 15 mL,SELANK-7500-NS-15ML,,Nasal Sprays,Nasal Sprays,,,,,hidden,Physical good,,,,,,,,297.50,,N,,,,Y,Strength/Size,7500 mcg/mL · 15 mL,,,,,Y
K6UOC2XKKBSILAMWLPZ4MQS2,Selank [N-Acetyl] — SQ Injectable,,1000 µg/mL · 5 mL,SELANK-1000-SQ-5ML,Sterile subcutaneous injectable compounded by a licensed pharmacy. Prescription required.,Injectables,Injectables,,,selank-sq-injectable,,hidden,Physical good,,,,Y,N,N,Y,87.50,,N,,N,,Y,Strength/Size,1000 µg/mL · 5 mL,,,N,0,Y
5R33LENYDVUQBMI7FNPJEWLJ,Semax [N-Acetyl] 7500 mcg/mL — Nasal Spray,,7500 mcg/mL · 7.5 mL,SEMAX-7500-NS-75ML,Compounded nasal spray. Concentration and size vary by selection.,Nasal Sprays,Nasal Sprays,,,semax-nasal,,hidden,Physical good,,,,Y,N,N,Y,175.00,,N,,N,,Y,Strength/Size,7500 mcg/mL · 7.5 mL,,,,,Y
UPXGXXSIYWY4LE6YPV63RD27,Semax [N-Acetyl] 7500 mcg/mL — Nasal Spray,,7500 mcg/mL · 15 mL,SEMAX-7500-NS-15ML,,Nasal Sprays,Nasal Sprays,,,,,hidden,Physical good,,,,,,,,297.50,,N,,,,Y,Strength/Size,7500 mcg/mL · 15 mL,,,,,Y
3RQ3ZUB7STXOQCOF42GWGKCO,Semax [N-Acetyl] — SQ Injectable,,1000 µg/mL · 5 mL,SEMAX-1000-SQ-5ML,Sterile subcutaneous injectable compounded by a licensed pharmacy. Prescription required.,Injectables,Injectables,,,semax-sq-injectable,,hidden,Physical good,,,,Y,N,N,Y,87.50,,N,,N,,Y,Strength/Size,1000 µg/mL · 5 mL,,,N,0,Y
7A66Q5CQQUZGM5BMCUMHG4OD,Semax [N-Acetyl] — SQ Injectable,,1000 µg/mL · 3 mL,SEMAX-1000-SQ-3ML,,Injectables,Injectables,,,,,hidden,Physical good,,,,,,,,113.75,,N,,,,Y,Strength/Size,1000 µg/mL · 3 mL,,,N,0,Y
4YBYHHSZJ65GC5M53I4QEX5G,Sermorelin — SQ Injectable,,2500 µg/mL · 5 mL,SERM-2500-SQ-5ML,Sterile subcutaneous injectable compounded by a licensed pharmacy. Prescription required.,Injectables,Injectables,,,sermorelin-sq-injectable,,hidden,Physical good,,,,Y,N,N,Y,166.25,,N,,N,,Y,Strength/Size,2500 µg/mL · 5 mL,,,N,0,Y
2V7SPPBGVHIIOFZ66LBEFTGD,Sermorelin — SQ Injectable,,2500 µg/mL · 3 mL,SERM-2500-SQ-3ML,,Injectables,Injectables,,,,,hidden,Physical good,,,,,,,,358.75,,N,,,,Y,Strength/Size,2500 µg/mL · 3 mL,,,N,0,Y
EVGJYO35GFNREH67JMIS3IXN,Sirolimus 2 mg — Tablet,,30 Count,SIRO-2MG-TAB-30,30-count tablet bottle.,Capsules,Capsules,,,sirolimus-2mg,,hidden,Physical good,,,,Y,N,N,Y,210.00,,N,,N,,Y,Strength/Size,30 Count,,,N,0,Y
K3FDWQWOGMYULRUD5UZC2QHH,Tesamorelin (2500mcg) + N-Acetyl Ipamorelin (500mcg) per mL -- SQ Injectable [10mL],,Regular,TES-IPA-3000-SQ-10ML,"<p>This advanced growth-hormone–releasing blend pairs <strong>Tesamorelin</strong> and <strong>N-Acetyl Ipamorelin</strong> to support fat reduction, improved recovery, deeper sleep, and increased lean muscle development.</p><p> Formulated at <strong>high clinical strength</strong>, this combination is designed for patients seeking enhanced performance, optimized body composition, and accelerated healing.</p><p><br></p><ul><li>Stimulates natural GH + IGF-1 release without overstimulation</li><li>Promotes fat oxidation, especially stubborn midsection fat</li><li>Supports lean muscle growth and recovery</li><li>Enhances sleep quality and cellular regeneration</li><li>Helps improve skin, joints, and connective tissue healing</li><li>Low-side-effect profile; does <em>not</em> cause hunger spikes</li></ul><p><br></p>",Injectables,Injectables,,,,,visible,Physical good,,,,Y,N,N,Y,700.00,,N,,N,,N,,,,,,,Y
N4EK3WIOARNEDFMBRYRMXOLF,Tesamorelin — SQ Injectable,,1000 µg/mL · 10 mL,TESA-1000-SQ-10ML,Sterile subcutaneous injectable compounded by a licensed pharmacy. Prescription required.,Injectables,Injectables,,,tesamorelin-1000-sq-injectable,,hidden,Physical good,,,,Y,N,N,Y,245.00,,N,,N,,Y,Strength/Size,1000 µg/mL · 10 mL,,,N,0,Y
5HRKTJTRDCYAERJ2HHV22WL7,Tesamorelin — SQ Injectable,,2500 µg/mL · 10 mL,TESA-2500-SQ-10ML,,Injectables,Injectables,,,,,hidden,Physical good,,,,,,,,630.00,,N,,,,Y,Strength/Size,2500 µg/mL · 10 mL,,,N,0,Y
QWP4L7JCDGNU6ZOYW5YKWADZ,Tesamorelin — SQ Injectable,,1000 µg/mL · 5 mL,TESA-1000-SQ-5ML,,Injectables,Injectables,,,,,hidden,Physical good,,,,,,,,306.25,,N,,,,Y,Strength/Size,1000 µg/mL · 5 mL,,,N,0,Y
IWEKDHPF6AAHMU6KMCORKIT7,Tesamorelin — SQ Injectable,,2500 µg/mL · 3 mL,TESA-2500-SQ-3ML,,Injectables,Injectables,,,,,hidden,Physical good,,,,,,,,201.25,,N,,,,Y,Strength/Size,2500 µg/mL · 3 mL,,,N,0,Y
RKCOA6YSDL57QRDW4ODBQLZ4,Thymosin Alpha-1 — SQ Injectable,,3000 µg/mL · 4 mL,TA1-3000-SQ-4ML,Sterile subcutaneous injectable compounded by a licensed pharmacy. Prescription required. Concentration and vial size vary by selection.,Injectables,Injectables,,,thymosin-alpha-1-sq-injectable,,hidden,Physical good,,,,N,N,N,Y,201.25,,N,,N,,Y,Strength/Size,3000 µg/mL · 4 mL,,,N,0,Y
K23NPS2R3O2TQA6VWTXFDFAA,Thymosin Alpha-1 — SQ Injectable,,3000 µg/mL · 5 mL,TA1-3000-SQ-5ML,,Injectables,Injectables,,,,,hidden,Physical good,,,,,,,,218.75,,N,,,,Y,Strength/Size,3000 µg/mL · 5 mL,,,N,0,Y
SPMTRAY3VZPD7C63HKASMR7L,Thymosin Alpha-1 — SQ Injectable,,3000 µg/mL · 3 mL,TA1-3000-SQ-3ML,,Injectables,Injectables,,,,,hidden,Physical good,,,,,,,,183.75,,N,,,,Y,Strength/Size,3000 µg/mL · 3 mL,,,N,0,Y
